commune,id,nom,adresse,ien,niveau,descriptif,page,ENS.CL.MA_nbV,ENS.CL.ELE_nbV,T.R.S._nbV,ENS.CL.MA_nbSV,ENS.CL.ELE_nbSV,T.R.S._nbSV
TOULOUSE,*0312318B*,E.M.PU GASTON DUPOUY,10 RUE DU PROF. G. DUPOUY TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.M.PU,;566 DIR.EC.MAT 0121 3 CLASSES 100 %           1.00;2595 ENS.CL.MA ECMA SANS SPEC.100 %            2.00,162,NA,NA,NA,2,NA,NA
TOULOUSE,*0312921G*,E.P.PU GENEVIÈVE DE GAULLE ANT,75 VOIE DU TOEC TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 3 TOULOUSE RIVE GAUCHI,E.P.PU,;209 DIR.EC.ELE 0119 5 CLASSES 100 %           1.00;1322 TIT.R.BRIG 2585 SANS SPEC.100 %           1.00 REMP EN FC + MALADIE;2013 ENS.CL.ELE ECEL SANS SPEC.100 %   2.00;2662 ENS.CL.MA ECMA SANS SPEC.100 %    1.00    1.00,162,1,NA,NA,1,NA,NA
TOULOUSE,*0312334U*RP+,E.E.PU GEORGES BASTIDE,RUE DU RECTEUR DOTTIN TOULOUSE Midi-Pyrenees France,IEN:,E.E.PU,;391 DIR.EC.ELE 0119 11 CLASSES100 %           1.00;868 REMP.ST.LO 2558 SANS SPEC.100 %   1.00 REMPLACEMENT EN ASH;1076 TIT.R.ZIL 2584 SANS SPEC.100 %    1.00;1949 ENS.CL.ELE ECEL SANS SPEC.100 %           9.00,162,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312334U*RP+,E.E.PU GEORGES BASTIDE,RUE DU RECTEUR DOTTIN TOULOUSE Midi-Pyrenees France,IEN:,E.E.PU,;2723 UPEA        IEEL PRIMO ARRI100 %          1.00;2777 MA.G.RES    MGR OPTION G 100 %    1.00;2895 PSY.RESEAU PSYR SANS SPEC.100 %           1.00;2948 REG.ADAP    RGA OPTION E 100 %            1.00,163,NA,NA,NA,NA,NA,NA
TOULOUSE,*0311301W*RP+,E.M.PU GEORGES BASTIDE,7 RUE DU RECTEUR DOTTIN TOULOUSE Midi-Pyrenees France,IEN:,E.M.PU,;667 DIR.EC.MAT 0121 5 CLASSES 100 %           1.00;978 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00 ZIL REP +;2418 ENS.CL.MA ECMA SANS SPEC.100 %            4.00,163,NA,NA,NA,4,NA,NA
TOULOUSE,*0310987E*RP+,E.E.PU GEORGES HYON,1 IMPASSE BACHAGA BOUALAM TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.E.PU,;253 DIR.EC.ELE 0119 7 CLASSES 100 %           1.00;960 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1362 ANIM.SOU    ASOU COORD ZEP 100 %  1.00;1388 CLIS.1.MEN CHME OPTION D 100 %    1.00;1799 ENS.CL.ELE ECEL SANS SPEC.100 %           1.00;2218 ENS.CL.ELE ECEL ESPAGNOL 100 %    1.00    3.00,163,NA,NA,NA,NA,NA,NA
TOULOUSE,*0310194T*RP+,E.M.PU GEORGES HYON,3 IMPASSE BACHAGA BOUALAM TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.M.PU,;650 DIR.EC.MAT 0121 5 CLASSES 100 %   1.00;2272 ENS.CL.MA ECMA SANS SPEC.100 %            4.00,163,NA,NA,NA,4,NA,NA
TOULOUSE,*0310975S*,E.E.PU GRAND SELVE,71 ALLEE DU GRAND SELVE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.E.PU,;295 DIR.EC.ELE 0119 8 CLASSES 100 %           1.00;858 REMP.ST.LO 2558 SANS SPEC.100 %   1.00 REMPLACEMENT EN ASH;1190 TIT.R.BRIG 2585 SANS SPEC.100 %   1.00 REMP EN FC + MALADIE;1798 ENS.CL.ELE ECEL SANS SPEC.100 %   1.00    5.00;2097 ENS.CL.ELE ECEL ANGLAIS    100 %          1.00,163,NA,NA,NA,NA,NA,13
TOULOUSE,*0310186J*,E.M.PU GRAND SELVE,69 ALLEE DE GRAND SELVE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;648 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2266 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    3.00,164,1,NA,NA,3,NA,NA
TOULOUSE,*0312870B*,E.P.PU GUILHERMY,IMPASSE LAS BRUGUES TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.P.PU,;453 DIR.EC.ELE 0119 14 CLASSES100 %            1.00;1315 TIT.R.BRIG 2585 SANS SPEC.100 %    2.00         REMP EN FC + MALADIE;1360 ANIM.SOU     ASOU SANS SPEC.100 %          1.00;2004 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    4.00;2205 ENS.CL.ELE ECEL ANGLAIS     100 %          2.00;2654 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    5.00;2954 REG.ADAP     RGA OPTION E 100 %    1.00,164,1,NA,NA,5,2,NA
TOULOUSE,*0312123P*,E.M.PU HAMEAU 47,31 RUE ALEX COUTET TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,E.M.PU,;518 DIR.EC.MAT 0121 2 CLASSES 100 %    1.00;2567 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,164,NA,NA,NA,1,NA,NA
TOULOUSE,*0312824B*,IEN    HAUTE GARONNE 1 TOULOUS,68 BOULEVARD DE STRASBOURG TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,IEN,;1461 CP.ADJ.IEN CPC SANS SPEC.100 %             1.00;1486 CP.EPS       CPEP SANS SPEC.100 %          1.00,164,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312825C*,IEN    HAUTE GARONNE 2 TOULOUS,68 BOULEVARD DE STRASBOURG TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 2 TOULOUSE SUD,IEN,;1462 CP.ADJ.IEN CPC SANS SPEC.100 %             1.00;1487 CP.EPS       CPEP SANS SPEC.100 %          1.00,164,NA,NA,NA,NA,NA,NA
TOULOUSE,*0311106J*,IEN    HAUTE GARONNE 20 TLSE A,75 RUE SAINT-ROCH TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,IEN,;1447 CP.ADJ.IEN CPC SANS SPEC.100 %     2.00,164,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312212L*,IEN    HAUTE GARONNE 21 TLSE A,75 RUE SAINT-ROCH TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 21 TLSE ASH2,IEN,;1455 CP.ADJ.IEN CPC SANS SPEC.100 %      1.00    1.00,165,NA,NA,NA,NA,NA,NA
TOULOUSE,*0311943U*,IEN    HAUTE GARONNE 22 TOULOU,75 RUE SAINT ROCH TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 22 TOULOUSE ADJOINT DI,IEN,;1441 CP.AR.PL     CPAP SANS SPEC.100 %           1.00;1452 CP.ADJ.IEN CPC SANS SPEC.100 %      3.00    6.00,165,NA,NA,NA,NA,NA,3
TOULOUSE,*0312826D*,IEN    HAUTE GARONNE 3 TOULOUS,68 BOULEVARD DE STRASBOURG TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 3 TOULOUSE RIVE GAUCHI,IEN,;1463 CP.ADJ.IEN CPC SANS SPEC.100 %      1.00;1488 CP.EPS       CPEP SANS SPEC.100 %           1.00,165,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312827E*,IEN    HAUTE GARONNE 4 TOULOUS,68 BOULEVARD DE STRASBOURG TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,IEN,;1464 CP.ADJ.IEN CPC SANS SPEC.100 %              1.00;1489 CP.EPS       CPEP SANS SPEC.100 %           1.00,165,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312014W*,IEN    HAUTE GARONNE 5 TOULOUS,68 BOULEVARD DE STRASBOURG TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,IEN,;1453 CP.ADJ.IEN CPC SANS SPEC.100 %              1.00;1479 CP.EPS       CPEP SANS SPEC.100 %           1.00,165,NA,NA,NA,NA,NA,NA
TOULOUSE,*0311100C*,IEN    HAUTE GARONNE 6 CASTELG,68 BOULEVARD DE STRASBOURG TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 6 CASTELGINEST,IEN,;1357 ANIM.SOU     ASOU SANS SPEC.100 %   1.00;1442 CP.ADJ.IEN CPC SANS SPEC.100 %              1.00;1470 CP.EPS       CPEP SANS SPEC.100 %           1.00,165,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312905P*,IEN    HAUTE-GARONNE 19 GARONN,68 BOULEVARD DE STRASBOURG TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,IEN,;1466 CP.ADJ.IEN CPC SANS SPEC.100 %            2.00,166,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312153X*,E.E.PU HENRI GUILLAUMET,30 CHEMIN DE BITET TOULOUSE Midi-Pyrenees France,IEN:,E.E.PU,;312 DIR.EC.ELE 0119 8 CLASSES 100 %           1.00;1045 TIT.R.ZIL 2584 SANS SPEC.100 %    1.00;1267 TIT.R.BRIG 2585 SANS SPEC.100 %           1.00;1408 CLIS.1.MEN CHME OPTION D 100 %    1.00;1910 ENS.CL.ELE ECEL SANS SPEC.100 %   1.00    4.00;2151 ENS.CL.ELE ECEL ANGLAIS     100 %         1.00,166,NA,NA,NA,NA,NA,NA
TOULOUSE,*0310198X*,E.M.PU HENRI GUILLAUMET,14 CHEMIN DE BITET TOULOUSE Midi-Pyrenees France,IEN:,E.M.PU,;652 DIR.EC.MAT 0121 5 CLASSES 100 %           1.00;2276 ENS.CL.MA ECMA SANS SPEC.100 %    1.00    3.00,166,1,NA,NA,3,NA,NA
TOULOUSE,*0312793T*,IEN    HG 24 POLITIQUE DE LA V,75 RUE SAINT ROCH TOULOUSE Midi-Pyrenees France,IEN:IEN HG 24 POLITIQUE DE LA VILLE ET EDUCI,IEN,;1359 ANIM.SOU    ASOU SANS SPEC.100 %          1.00;1460 CP.ADJ.IEN CPC SANS SPEC.100 %    1.00    1.00;1485 CP.EPS      CPEP SANS SPEC.100 %          1.00,166,NA,NA,NA,NA,NA,NA
TOULOUSE,*0310928R*,E.E.PU JEAN CHAUBET,112 AVENUE CAMILLE PUJOL TOULOUSE Midi-Pyrenees France,IEN:,E.E.PU,;293 DIR.EC.ELE 0119 8 CLASSES 100 %           1.00;1183 TIT.R.BRIG 2585 SANS SPEC.100 %           1.00;1790 ENS.CL.ELE ECEL SANS SPEC.100 %           6.00;2093 ENS.CL.ELE ECEL ANGLAIS     100 %         1.00,166,NA,NA,NA,NA,NA,NA
TOULOUSE,*0310199Y*,E.M.PU JEAN CHAUBET,4 PLACE VICTOR BASCH TOULOUSE Midi-Pyrenees France,IEN:,E.M.PU,;653 DIR.EC.MAT 0121 5 CLASSES 100 %           1.00;2277 ENS.CL.MA ECMA SANS SPEC.100 %            4.00,166,NA,NA,NA,4,NA,NA
TOULOUSE,*0310185H*RP+,E.M.PU JEAN DIEUZAIDE,14 CHEMIN DE LA GLACIERE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;530 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;878 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;2265 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,167,NA,NA,NA,2,NA,NA
TOULOUSE,*0312323G*RP+,E.E.PU JEAN GALIA,4 CHEMIN JEAN-FRANCOIS LESUEUR TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 3 TOULOUSE RIVE GAUCHI,E.E.PU,;417 DIR.EC.ELE 0119 12 CLASSES100 %            1.00;1072 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1426 CLIS.1.MEN CHME OPTION D 100 %     1.00;1945 ENS.CL.ELE ECEL SANS SPEC.100 %            9.00;2171 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2893 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,167,NA,NA,NA,NA,1,NA
TOULOUSE,*0311622V*RP+,E.M.PU JEAN GALIA,5 CHEMINEMENT ROBERT CAMBERT TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 3 TOULOUSE RIVE GAUCHI,E.M.PU,;597 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;2457 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,167,NA,NA,NA,3,NA,NA
TOULOUSE,*0312294A*,E.E.PU JEAN JAURÈS,21 AVENUE FRIZAC TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.E.PU,;415 DIR.EC.ELE 0119 12 CLASSES100 %            1.00;1069 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1286 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1941 ENS.CL.ELE ECEL SANS SPEC.100 %            9.00;2167 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00,167,NA,NA,NA,NA,2,NA
TOULOUSE,*0310188L*,E.M.PU JEAN JAURÈS,5 BIS RUE D'AURIOL TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.M.PU,;747 DIR.EC.MAT 0121 7 CLASSES 100 %            1.00;2268 ENS.CL.MA ECMA SANS SPEC.100 %             6.00,167,NA,NA,NA,6,NA,NA
TOULOUSE,*0312154Y*,E.E.PU JEAN MACÉ,3 CHEMIN DE DUROUX TOULOUSE Midi-Pyrenees France,IEN:,E.E.PU,;433 DIR.EC.ELE 0119 13 CLASSES100 %           1.00;836 REMP.ST.FC 2557 SANS SPEC.100 %           1.00;1046 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1268 TIT.R.BRIG 2585 SANS SPEC.100 %   1.00 REMP EN FC + MALADIE;1911 ENS.CL.ELE ECEL SANS SPEC.100 %          11.00,168,NA,NA,NA,NA,NA,NA
TOULOUSE,*0310189M*,E.M.PU JEAN MACÉ,9 CHEMIN DE DUROUX TOULOUSE Midi-Pyrenees France,IEN:,E.M.PU,;649 DIR.EC.MAT 0121 5 CLASSES 100 %   1.00;2269 ENS.CL.MA ECMA SANS SPEC.100 %    2.00    2.00,168,2,NA,NA,2,NA,NA
TOULOUSE,*0310215R*RP+,E.M.PU JEAN MONNET,11 CHEMIN DE L''EGLISE LALANDE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;796 DIR.EC.MAT 0121 9 CLASSES 100 %           1.00;2291 ENS.CL.MA ECMA SANS SPEC.100 %            8.00,168,NA,NA,2,8,NA,8
TOULOUSE,*0311396Z*REP,E.M.PU JEAN MOULIN,1 RUE DE BIR-HAKEIM TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.M.PU,;541 DIR.EC.MAT 0121 3 CLASSES 100 %           1.00;828 REMP.ST.FC 2557 SANS SPEC.100 %   1.00;2431 ENS.CL.MA ECMA SANS SPEC.100 %            2.00,168,NA,NA,NA,2,NA,NA
TOULOUSE,*0312922H*,E.E.PU JEAN ZAY,RUE DES BOUQUETINS TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.E.PU,;367 DIR.EC.ELE 0119 10 CLASSES100 %           1.00;1323 TIT.R.BRIG 2585 SANS SPEC.100 %   1.00   REMP EN FC + MALADIE;2014 ENS.CL.ELE ECEL SANS SPEC.100 %   3.00    4.00;2210 ENS.CL.ELE ECEL ANGLAIS    100 %          2.00,168,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312792S*,E.M.PU JEAN ZAY,RUE DES BOUQUETINS TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;745 DIR.EC.MAT 0121 6 CLASSES 100 %           1.00;870 REMP.ST.LO 2558 SANS SPEC.100 %   1.00 REMPLACEMENT EN ASH;1099 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00,168,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312792S*,E.M.PU JEAN ZAY,RUE DES BOUQUETINS TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;2648 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,169,NA,NA,NA,5,NA,NA
TOULOUSE,*0312769S*,E.P.PU JEAN-PIERRE VERNANT,1 RUE RENE GOSCINNY TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 2 TOULOUSE SUD,E.P.PU,;318 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;1312 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1998 ENS.CL.ELE ECEL SANS SPEC.100 %            3.00;2201 ENS.CL.ELE ECEL ANGLAIS     100 %          1.00;2645 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,169,NA,NA,NA,3,1,NA
TOULOUSE,*0312173U*,E.E.PU JOLIMONT,14 AVENUE HENRI GUILLAUMET TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.E.PU,;340 DIR.EC.ELE 0119 9 CLASSES 100 %    1.00;1053 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1272 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1412 CLIS.1.MEN CHME OPTION D 100 %     1.00    1.00;1917 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    5.00,169,NA,1,NA,NA,5,NA
TOULOUSE,*0310228E*,E.M.PU JOLIMONT,16 AVENUE HENRI GUILLAUMET TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.M.PU,;659 DIR.EC.MAT 0121 5 CLASSES 100 %    1.00;1115 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;2302 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,169,NA,NA,NA,4,NA,NA
TOULOUSE,*0312110A*REP,E.E.PU JULES FERRY,109 AVENUE DE FRONTON TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.E.PU,;432 DIR.EC.ELE 0119 13 CLASSES100 %            1.00;1037 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1260 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1901 ENS.CL.ELE ECEL SANS SPEC.100 %            9.00;2145 ENS.CL.ELE ECEL ANGLAIS     100 %          2.00;2719 UPEA         IEEL PRIMO ARRI100 %          1.00,169,NA,NA,NA,NA,2,NA
TOULOUSE,*0310187K*REP,E.M.PU JULES FERRY,8 RUE JULES FERRY TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 1 TOULOUSE LES 2 RIVEI,E.M.PU,;780 DIR.EC.MAT 0121 8 CLASSES 100 %   1.00;2267 ENS.CL.MA ECMA SANS SPEC.100 %    1.00    6.00,170,1,NA,NA,6,NA,11
TOULOUSE,*0312273C*,E.E.PU JULES JULIEN,11 AVENUE DES ECOLES JULES JUL TOULOUSE Midi-Pyrenees France,IEN:,E.E.PU,;476 DIR.EC.ELE 0119 16 CLASSES100 %           1.00;1067 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1282 TIT.R.BRIG 2585 SANS SPEC.100 %           1.00 REMP EN FC + MALADIE;1422 CLIS.1.MEN CHME OPTION D 100 %            1.00;1576 ENS.APP.EL EAPL APPLICAT 100 %            2.00;1937 ENS.CL.ELE ECEL SANS SPEC.100 %   1.00   10.00;2164 ENS.CL.ELE ECEL ANGLAIS     100 %         1.00,170,NA,NA,NA,NA,NA,NA
TOULOUSE,*0310190N*,E.M.PU JULES JULIEN,4 AVENUE DES ECOLES JULES JULI TOULOUSE Midi-Pyrenees France,IEN:,E.M.PU,;714 DIR.EC.MAT 0121 6 CLASSES 100 %           1.00;2270 ENS.CL.MA ECMA SANS SPEC.100 %            5.00,170,NA,NA,NA,5,NA,NA
TOULOUSE,*0311743B*,E.M.PU LA GLOIRE,4 IMPASSE DE SOUPETARD TOULOUSE Midi-Pyrenees France,IEN:,E.M.PU,;607 DIR.EC.MAT 0121 4 CLASSES 100 %           1.00;831 REMP.ST.FC 2557 SANS SPEC.100 %           1.00;2499 ENS.CL.MA ECMA SANS SPEC.100 %            2.00;2669 ENS.CL.MA ECMA OCCITAN      100 %         1.00,170,NA,NA,NA,1,NA,NA
TOULOUSE,*0312156A*,E.E.PU LA JUNCASSE,133 RUE LOUIS PLANA TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.E.PU,;358 DIR.EC.ELE 0119 10 CLASSES100 %           1.00;1048 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1270 TIT.R.BRIG 2585 SANS SPEC.100 %           1.00;1913 ENS.CL.ELE ECEL SANS SPEC.100 %   1.00    7.00;2230 ENS.CL.ELE ECEL ESPAGNOL 100 %            1.00,170,NA,NA,NA,NA,NA,NA
TOULOUSE,*0310229F*,E.M.PU LA JUNCASSE,131 RUE LOUIS PLANA TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 19 GARONNE - PRE-ELEMI,E.M.PU,;660 DIR.EC.MAT 0121 5 CLASSES 100 %           1.00;2303 ENS.CL.MA ECMA SANS SPEC.100 %            4.00,171,NA,NA,NA,4,NA,NA
TOULOUSE,*0312673M*,E.E.PU LA MAOURINE,13 AVENUE M BOURGES MAUMOURY TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.E.PU,;316 DIR.EC.ELE 0119 8 CLASSES 100 %           1.00;845 REMP.ST.FC 2557 SANS SPEC.100 %           1.00;1435 CLIS.1.MEN CHME OPTION D 100 %            1.00;1984 ENS.CL.ELE ECEL SANS SPEC.100 %   1.00    4.00;2189 ENS.CL.ELE ECEL ANGLAIS    100 %          1.00,171,NA,NA,NA,NA,NA,14
TOULOUSE,*0312674N*,E.M.PU LA MAOURINE,11 AVENUE M BOURGES MAUNOURY TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.M.PU,;639 DIR.EC.MAT 0121 4 CLASSES 100 %           1.00;2631 ENS.CL.MA ECMA SANS SPEC.100 %            3.00,171,NA,NA,NA,3,NA,NA
TOULOUSE,*0311745D*,E.E.PU LA TERRASSE,4 IMPASSE TRUTAT TOULOUSE Midi-Pyrenees France,IEN:,E.E.PU,;305 DIR.EC.ELE 0119 8 CLASSES 100 %           1.00;1014 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1235 TIT.R.BRIG 2585 SANS SPEC.100 %   1.00 REMP EN FC + MALADIE;1572 ENS.APP.EL EAPL APPLICAT 100 %            1.00;1869 ENS.CL.ELE ECEL SANS SPEC.100 %           6.00;2869 PSY.RESEAU PSYR SANS SPEC.100 %           1.00,171,NA,NA,NA,NA,NA,NA
TOULOUSE,*0311744C*,E.M.PU LA TERRASSE,9 IMPASSE TRUTAT TOULOUSE Midi-Pyrenees France,IEN:,E.M.PU,;544 DIR.EC.MAT 0121 3 CLASSES 100 %           1.00;2500 ENS.CL.MA ECMA SANS SPEC.100 %    1.00    1.00,171,1,NA,NA,1,NA,NA
TOULOUSE,*0312292Y*,E.E.PU LAKANAL,17 PLACE DE LA DAURADE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.E.PU,;448 DIR.EC.ELE 0119 14 CLASSES100 %           1.00;1285 TIT.R.BRIG 2585 SANS SPEC.100 %           1.00,171,NA,NA,NA,NA,NA,NA
TOULOUSE,*0312292Y*,E.E.PU LAKANAL,17 PLACE DE LA DAURADE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.E.PU,;1939 ENS.CL.ELE ECEL SANS SPEC.100 %    2.00    8.00;2166 ENS.CL.ELE ECEL ANGLAIS     100 %          2.00;2237 ENS.CL.ELE ECEL ITALIEN     100 %          1.00;2776 MA.G.RES     MGR OPTION G 100 %            1.00;2892 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,172,NA,NA,NA,NA,1,NA
TOULOUSE,*0310230G*,E.M.PU LAKANAL,6 RUE DU PRIEURE TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.M.PU,;581 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;2304 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,172,NA,NA,NA,3,NA,NA
TOULOUSE,*0310921H*RP+,E.E.PU LALANDE,239 AVENUE DE FRONTON TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.E.PU,;427 DIR.EC.ELE 0119 13 CLASSES100 %            1.00;954 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1356 ANIM.SOU     ASOU SANS SPEC.100 %          1.00;1561 ENS.APP.EL EAPL APPLICAT 100 %     1.00;1789 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    7.00;2092 ENS.CL.ELE ECEL ANGLAIS     100 %          3.00;2705 ENS.CL.SPE ECSP OPTION G 100 %     1.00;2769 MA.G.RES     MGR OPTION G 100 %            1.00;2851 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,172,NA,NA,NA,NA,3,NA
TOULOUSE,*0312396L*,IME    LAMARCK,41 RUE DES 36 PONTS TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,IME,;811 DIR.EL.SPE 0190 10 CLAS &+100 %            1.00;2699 ENS.CL.SPE ECSP OPTION D 100 %     1.00   11.00,172,NA,NA,NA,NA,NA,NA
TOULOUSE,*0310210K*,E.M.PU LAMARTINE,7 RUE DES FEUILLANTS TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 4 TOULOUSE PONT NEUF,E.M.PU,;532 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;2287 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,172,NA,NA,NA,2,NA,NA
TOULOUSE,*0311089R*,E.E.PU LAPUJADE,26 ROUTE D'ALBI TOULOUSE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 5 TOULOUSE NORD,E.E.PU,;407 DIR.EC.ELE 0119 12 CLASSES100 %            1.00;1200 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1568 ENS.APP.EL EAPL APPLICAT 100 %             1.00;1828 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    6.00;2113 ENS.CL.ELE ECEL ANGLAIS      100 %         3.00,173,NA,NA,NA,NA,3,NA
